trp_khergit_messenger_pl|传 讯 使
trp_khergit_deserter|叛 宗 修 士
trp_khergit_deserter_pl|叛 宗 修 士
trp_khergit_prison_guard|镇 狱 卫
trp_khergit_prison_guard_pl|镇 狱 卫
trp_khergit_castle_guard|山 门 卫
trp_khergit_castle_guard_pl|山 门 卫
trp_nord_recruit|天 魔 外 门
trp_nord_recruit_pl|天 魔 外 门
trp_nord_footman|天 魔 刀 徒
trp_nord_footman_pl|天 魔 刀 徒
trp_nord_trained_footman|天 魔 战 徒
trp_nord_trained_footman_pl|天 魔 战 徒
trp_nord_warrior|天 魔 战 修
trp_nord_warrior_pl|天 魔 战 修
trp_nord_veteran|天 魔 玄 甲
trp_nord_veteran_pl|天 魔 玄 甲
trp_nord_champion|天 魔 镇 窟 使
trp_nord_champion_pl|天 魔 镇 窟 使
trp_nord_huntsman|天 魔 猎 妖 人
trp_nord_huntsman_pl|天 魔 猎 妖 人
trp_nord_archer|天 魔 弓 卫
trp_nord_archer_pl|天 魔 弓 卫
trp_nord_veteran_archer|天 魔 神 射
trp_nord_veteran_archer_pl|天 魔 神 射
trp_nord_messenger|传 讯 使
trp_nord_messenger_pl|传 讯 使
trp_nord_deserter|叛 宗 修 士
trp_nord_deserter_pl|叛 宗 修 士
trp_nord_prison_guard|镇 狱 卫
trp_nord_prison_guard_pl|镇 狱 卫
trp_nord_castle_guard|山 门 卫
trp_nord_castle_guard_pl|山 门 卫
trp_rhodok_tribesman|人 皇 府 兵
trp_rhodok_tribesman_pl|人 皇 府 兵
trp_rhodok_spearman|人 皇 枪 修
trp_rhodok_spearman_pl|人 皇 枪 修
trp_rhodok_trained_spearman|人 皇 护 军
trp_rhodok_trained_spearman_pl|人 皇 护 军
trp_rhodok_veteran_spearman|人 皇 禁 卫
trp_rhodok_veteran_spearman_pl|人 皇 禁 卫
trp_rhodok_sergeant|人 皇 论 剑 使
trp_rhodok_sergeant_pl|人 皇 论 剑 使
trp_rhodok_crossbowman|人 皇 弩 修
trp_rhodok_crossbowman_pl|人 皇 弩 修
trp_rhodok_trained_crossbowman|人 皇 破 甲 弩
trp_rhodok_trained_crossbowman_pl|人 皇 破 甲 弩
trp_rhodok_veteran_crossbowman|人 皇 神 弩
trp_rhodok_veteran_crossbowman_pl|人 皇 神 弩
trp_rhodok_sharpshooter|人 皇 天 弩
trp_rhodok_sharpshooter_pl|人 皇 天 弩
trp_rhodok_messenger|传 讯 使
trp_rhodok_messenger_pl|传 讯 使
trp_rhodok_deserter|叛 宗 修 士
trp_rhodok_deserter_pl|叛 宗 修 士
trp_rhodok_prison_guard|镇 狱 卫
trp_rhodok_prison_guard_pl|镇 狱 卫
trp_rhodok_castle_guard|山 门 卫
trp_rhodok_castle_guard_pl|山 门 卫
trp_sarranid_recruit|妖 海 散 修
trp_sarranid_recruit_pl|妖 海 散 修
trp_sarranid_footman|妖 海 潮 卫
trp_sarranid_footman_pl|妖 海 潮 卫
trp_sarranid_veteran_footman|妖 海 浪 卫
trp_sarranid_veteran_footman_pl|妖 海 浪 卫
trp_sarranid_infantry|妖 海 灵 甲 卫
trp_sarranid_infantry_pl|妖 海 灵 甲 卫
trp_sarranid_guard|妖 海 镇 海 使
trp_sarranid_guard_pl|妖 海 镇 海 使
trp_sarranid_skirmisher|妖 海 飞 刃 手
trp_sarranid_skirmisher_pl|妖 海 飞 刃 手
trp_sarranid_archer|妖 海 弓 修
trp_sarranid_archer_pl|妖 海 弓 修
trp_sarranid_master_archer|妖 海 潮 汐 射
trp_sarranid_master_archer_pl|妖 海 潮 汐 射
trp_sarranid_horseman|妖 海 灵 骑
trp_sarranid_horseman_pl|妖 海 灵 骑
trp_sarranid_mamluke|妖 海 龙 骑
trp_sarranid_mamluke_pl|妖 海 龙 骑
trp_sarranid_messenger|传 讯 使
trp_sarranid_messenger_pl|传 讯 使
trp_sarranid_deserter|叛 宗 修 士
trp_sarranid_deserter_pl|叛 宗 修 士
trp_sarranid_prison_guard|镇 狱 卫
trp_sarranid_prison_guard_pl|镇 狱 卫
trp_sarranid_castle_guard|山 门 卫
trp_sarranid_castle_guard_pl|山 门 卫
trp_looter|炼 气 散 寇
trp_looter_pl|炼 气 散 寇
trp_bandit|山 野 劫 修
trp_bandit_pl|山 野 劫 修
trp_brigand|土 匪
trp_brigand_pl|土 匪
trp_mountain_bandit|北 玄 魔 修
trp_mountain_bandit_pl|北 玄 魔 修
trp_forest_bandit|南 荒 妖 匪
trp_forest_bandit_pl|南 荒 妖 匪
trp_sea_raider|东 溟 海 寇
trp_sea_raider_pl|东 溟 海 寇
trp_steppe_bandit|响 马
trp_steppe_bandit_pl|响 马
trp_taiga_bandit|雪 原 强 盗
trp_taiga_bandit_pl|雪 原 强 盗
trp_desert_bandit|西 陲 沙 盗
trp_desert_bandit_pl|西 陲 沙 盗
trp_black_khergit_horseman|黑 旗 库 吉 特 骑 手
trp_black_khergit_horseman_pl|黑 旗 库 吉 特 骑 手
trp_manhunter|赏 金 猎 人
trp_manhunter_pl|赏 金 猎 人
trp_slave_driver|奴 贩 押 解
trp_slave_driver_pl|奴 贩 押 解
trp_slave_hunter|奴 贩 猎 手
trp_slave_hunter_pl|奴 贩 猎 手
trp_slave_crusher|奴 贩 打 手
trp_slave_crusher_pl|奴 贩 打 手
trp_slaver_chief|奴 贩 首 领
trp_slaver_chief_pl|奴 贩 首 领
trp_follower_woman|随 营 妇 女
trp_follower_woman_pl|随 营 妇 女
trp_hunter_woman|女 猎 手
trp_hunter_woman_pl|女 猎 手
trp_fighter_woman|女 护 卫
trp_fighter_woman_pl|女 护 卫
trp_sword_sister|女 剑 士
trp_sword_sister_pl|女 剑 士
trp_refugee|难 民
trp_refugee_pl|难 民
trp_peasant_woman|农 妇
trp_peasant_woman_pl|农 妇
trp_caravan_master|商 队 头 领
trp_caravan_master_pl|商 队 头 领
trp_kidnapped_girl|被 绑 架 的 女 孩
trp_kidnapped_girl_pl|被 绑 架 的 女 孩
trp_town_walker_1|市 民
trp_town_walker_1_pl|市 民
trp_town_walker_2|市 民
trp_town_walker_2_pl|市 民
trp_khergit_townsman|市 民
trp_khergit_townsman_pl|市 民
trp_khergit_townswoman|市 民
trp_khergit_townswoman_pl|市 民
trp_sarranid_townsman|市 民
trp_sarranid_townsman_pl|市 民
trp_sarranid_townswoman|市 民
trp_sarranid_townswoman_pl|市 民
trp_village_walker_1|村 民
trp_village_walker_1_pl|村 民
trp_village_walker_2|村 民
trp_village_walker_2_pl|村 民
trp_spy_walker_1|市 民
trp_spy_walker_1_pl|市 民
trp_spy_walker_2|市 民
trp_spy_walker_2_pl|市 民
trp_tournament_master|问 道 台 执 事
trp_tournament_master_pl|问 道 台 执 事
trp_trainer|教 练
trp_trainer_pl|教 练
trp_constable_hareck|治 安 官 哈 瑞 克
trp_constable_hareck_pl|治 安 官 哈 瑞 克
trp_ramun_the_slave_trader|奴 隶 贩 子 拉 蒙
trp_ramun_the_slave_trader_pl|奴 隶 贩 子 拉 蒙
trp_guide|机 灵 鬼 吉 米
trp_guide_pl|机 灵 鬼 吉 米
trp_xerina|谢 瑞 娜
trp_xerina_pl|谢 瑞 娜
trp_dranton|德 朗 顿
trp_dranton_pl|德 朗 顿
trp_kradus|喀 拉 杜 斯
trp_kradus_pl|喀 拉 杜 斯
trp_tutorial_trainer|训 练 场 教 练
trp_tutorial_trainer_pl|训 练 场 教 练
trp_galeas|盖 里 阿 斯
trp_galeas_pl|盖 里 阿 斯
trp_farmer_from_bandit_village|农 民
trp_farmer_from_bandit_village_pl|农 民
trp_trainer_1|教 练
trp_trainer_1_pl|教 练
trp_trainer_2|教 练
trp_trainer_2_pl|教 练
trp_trainer_3|教 练
trp_trainer_3_pl|教 练
trp_trainer_4|教 练
trp_trainer_4_pl|教 练
trp_trainer_5|教 练
trp_trainer_5_pl|教 练
trp_ransom_broker_1|赎 金 经 纪 人
trp_ransom_broker_1_pl|赎 金 经 纪 人
trp_ransom_broker_2|赎 金 经 纪 人
trp_ransom_broker_2_pl|赎 金 经 纪 人
trp_ransom_broker_3|赎 金 经 纪 人
trp_ransom_broker_3_pl|赎 金 经 纪 人
trp_ransom_broker_4|赎 金 经 纪 人
trp_ransom_broker_4_pl|赎 金 经 纪 人
trp_ransom_broker_5|赎 金 经 纪 人
trp_ransom_broker_5_pl|赎 金 经 纪 人
trp_ransom_broker_6|赎 金 经 纪 人
trp_ransom_broker_6_pl|赎 金 经 纪 人
trp_ransom_broker_7|赎 金 经 纪 人
trp_ransom_broker_7_pl|赎 金 经 纪 人
trp_ransom_broker_8|赎 金 经 纪 人
trp_ransom_broker_8_pl|赎 金 经 纪 人
trp_ransom_broker_9|赎 金 经 纪 人
trp_ransom_broker_9_pl|赎 金 经 纪 人
trp_ransom_broker_10|赎 金 经 纪 人
trp_ransom_broker_10_pl|赎 金 经 纪 人
trp_tavern_traveler_1|旅 行 者
trp_tavern_traveler_1_pl|旅 行 者
trp_tavern_traveler_2|旅 行 者
trp_tavern_traveler_2_pl|旅 行 者
trp_tavern_traveler_3|旅 行 者
trp_tavern_traveler_3_pl|旅 行 者
trp_tavern_traveler_4|旅 行 者
trp_tavern_traveler_4_pl|旅 行 者
trp_tavern_traveler_5|旅 行 者
trp_tavern_traveler_5_pl|旅 行 者
trp_tavern_traveler_6|旅 行 者
trp_tavern_traveler_6_pl|旅 行 者
trp_tavern_traveler_7|旅 行 者
trp_tavern_traveler_7_pl|旅 行 者
trp_tavern_traveler_8|旅 行 者
trp_tavern_traveler_8_pl|旅 行 者
trp_tavern_traveler_9|旅 行 者
trp_tavern_traveler_9_pl|旅 行 者
trp_tavern_traveler_10|旅 行 者
trp_tavern_traveler_10_pl|旅 行 者
trp_tavern_bookseller_1|书 籍 商 人
trp_tavern_bookseller_1_pl|书 籍 商 人
trp_tavern_bookseller_2|书 籍 商 人
trp_tavern_bookseller_2_pl|书 籍 商 人
trp_tavern_minstrel_1|游 方 艺 人
trp_tavern_minstrel_1_pl|游 方 艺 人
trp_tavern_minstrel_2|著 名 作 家
trp_tavern_minstrel_2_pl|游 方 艺 人
trp_tavern_minstrel_3|神 秘 乐 师
trp_tavern_minstrel_3_pl|游 方 艺 人
trp_tavern_minstrel_4|宫 廷 诗 人
trp_tavern_minstrel_4_pl|游 方 艺 人
trp_tavern_minstrel_5|吟 游 诗 人
trp_tavern_minstrel_5_pl|游 方 艺 人
trp_kingdom_heroes_including_player_begin|kingdom heroes including player begin
trp_kingdom_heroes_including_player_begin_pl|kingdom heroes including player begin
trp_npc1|林 照 雪
trp_npc1_pl|林 照 雪
trp_npc2|韩 无 咎
trp_npc2_pl|韩 无 咎
trp_npc3|叶 青 岚
trp_npc3_pl|叶 青 岚
trp_npc4|祝 红 绡
trp_npc4_pl|祝 红 绡
trp_npc5|洛 沉 舟
trp_npc5_pl|洛 沉 舟
trp_npc6|楚 微 澜
trp_npc6_pl|楚 微 澜
trp_npc7|白 砚
trp_npc7_pl|白 砚
trp_npc8|方 知 命
trp_npc8_pl|方 知 命
trp_npc9|苗 小 蛮
trp_npc9_pl|苗 小 蛮
trp_npc10|沈 孤 鸿
trp_npc10_pl|沈 孤 鸿
trp_npc11|顾 清 猿
trp_npc11_pl|顾 清 猿
trp_npc12|秦 丹 衣
trp_npc12_pl|秦 丹 衣
trp_npc13|陆 玄 机
trp_npc13_pl|陆 玄 机
trp_npc14|谢 听 潮
trp_npc14_pl|谢 听 潮
trp_npc15|钟 离 烬
trp_npc15_pl|钟 离 烬
trp_npc16|姬 无 咎
trp_npc16_pl|姬 无 咎
trp_kingdom_1_lord|太 清 盟 主 · 玄 微 真 人
trp_kingdom_1_lord_pl|太 清 盟 主 · 玄 微 真 人
trp_kingdom_2_lord|青 岚 剑 主 · 叶 听 澜
trp_kingdom_2_lord_pl|青 岚 剑 主 · 叶 听 澜
trp_kingdom_3_lord|玄 霜 宫 主 · 寒 照 雪
trp_kingdom_3_lord_pl|玄 霜 宫 主 · 寒 照 雪
trp_kingdom_4_lord|天 魔 窟 主 · 无 相 魔 君
trp_kingdom_4_lord_pl|天 魔 窟 主 · 无 相 魔 君
trp_kingdom_5_lord|大 乾 人 皇 · 姬 承 乾
trp_kingdom_5_lord_pl|大 乾 人 皇 · 姬 承 乾
trp_kingdom_6_lord|妖 海 共 主 · 敖 听 潮
trp_kingdom_6_lord_pl|妖 海 共 主 · 敖 听 潮
trp_knight_1_1|太 清 长 老 · 顾 清 衡
trp_knight_1_1_pl|太 清 长 老 · 顾 清 衡
trp_knight_1_2|太 清 长 老 · 陆 玄 舟
trp_knight_1_2_pl|太 清 长 老 · 陆 玄 舟
trp_knight_1_3|太 清 长 老 · 沈 问 虚
trp_knight_1_3_pl|太 清 长 老 · 沈 问 虚
trp_knight_1_4|太 清 长 老 · 许 道 临
trp_knight_1_4_pl|太 清 长 老 · 许 道 临
trp_knight_1_5|太 清 长 老 · 韩 守 拙
trp_knight_1_5_pl|太 清 长 老 · 韩 守 拙
trp_knight_1_6|太 清 长 老 · 白 云 岫
trp_knight_1_6_pl|太 清 长 老 · 白 云 岫
trp_knight_1_7|太 清 长 老 · 周 明 夷
trp_knight_1_7_pl|太 清 长 老 · 周 明 夷
trp_knight_1_8|太 清 长 老 · 林 怀 真
trp_knight_1_8_pl|太 清 长 老 · 林 怀 真
trp_knight_1_9|太 清 长 老 · 方 太 素
trp_knight_1_9_pl|太 清 长 老 · 方 太 素
trp_knight_1_10|太 清 长 老 · 赵 无 尘
trp_knight_1_10_pl|太 清 长 老 · 赵 无 尘
trp_knight_1_11|太 清 长 老 · 魏 守 元
trp_knight_1_11_pl|太 清 长 老 · 魏 守 元
trp_knight_1_12|太 清 长 老 · 陈 景 玄
trp_knight_1_12_pl|太 清 长 老 · 陈 景 玄
trp_knight_1_13|太 清 长 老 · 宋 归 一
trp_knight_1_13_pl|太 清 长 老 · 宋 归 一
trp_knight_1_14|太 清 长 老 · 何 观 澜
trp_knight_1_14_pl|太 清 长 老 · 何 观 澜
trp_knight_1_15|太 清 长 老 · 秦 抱 朴
trp_knight_1_15_pl|太 清 长 老 · 秦 抱 朴
trp_knight_1_16|太 清 长 老 · 孟 知 微
trp_knight_1_16_pl|太 清 长 老 · 孟 知 微
trp_knight_1_17|太 清 长 老 · 谢 长 庚
trp_knight_1_17_pl|太 清 长 老 · 谢 长 庚
trp_knight_1_18|太 清 长 老 · 岳 清 霄
trp_knight_1_18_pl|太 清 长 老 · 岳 清 霄
trp_knight_1_19|太 清 长 老 · 梅 若 虚
trp_knight_1_19_pl|太 清 长 老 · 梅 若 虚
trp_knight_1_20|太 清 长 老 · 邵 闻 道
trp_knight_1_20_pl|太 清 长 老 · 邵 闻 道
trp_knight_2_1|青 岚 长 老 · 叶 听 松
trp_knight_2_1_pl|青 岚 长 老 · 叶 听 松
trp_knight_2_2|青 岚 长 老 · 柳 折 风
trp_knight_2_2_pl|青 岚 长 老 · 柳 折 风
trp_knight_2_3|青 岚 长 老 · 沈 剑 川
trp_knight_2_3_pl|青 岚 长 老 · 沈 剑 川
trp_knight_2_4|青 岚 长 老 · 陆 鸣 霄
trp_knight_2_4_pl|青 岚 长 老 · 陆 鸣 霄
trp_knight_2_5|青 岚 长 老 · 顾 寒 枝
trp_knight_2_5_pl|青 岚 长 老 · 顾 寒 枝
trp_knight_2_6|青 岚 长 老 · 白 云 策
trp_knight_2_6_pl|青 岚 长 老 · 白 云 策
trp_knight_2_7|青 岚 长 老 · 秦 照 夜
trp_knight_2_7_pl|青 岚 长 老 · 秦 照 夜
trp_knight_2_8|青 岚 长 老 · 方 临 渊
trp_knight_2_8_pl|青 岚 长 老 · 方 临 渊
trp_knight_2_9|青 岚 长 老 · 江 逐 月
trp_knight_2_9_pl|青 岚 长 老 · 江 逐 月
trp_knight_2_10|青 岚 长 老 · 赵 惊 鸿
trp_knight_2_10_pl|青 岚 长 老 · 赵 惊 鸿
trp_knight_2_11|青 岚 长 老 · 林 越 山
trp_knight_2_11_pl|青 岚 长 老 · 林 越 山
trp_knight_2_12|青 岚 长 老 · 周 破 云
trp_knight_2_12_pl|青 岚 长 老 · 周 破 云
trp_knight_2_13|青 岚 长 老 · 韩 霁 川
trp_knight_2_13_pl|青 岚 长 老 · 韩 霁 川
trp_knight_2_14|青 岚 长 老 · 宋 清 越
trp_knight_2_14_pl|青 岚 长 老 · 宋 清 越
trp_knight_2_15|青 岚 长 老 · 谢 闻 笛
trp_knight_2_15_pl|青 岚 长 老 · 谢 闻 笛
trp_knight_2_16|青 岚 长 老 · 苏 砚 秋
trp_knight_2_16_pl|青 岚 长 老 · 苏 砚 秋
trp_knight_2_17|青 岚 长 老 · 许 归 鸿
trp_knight_2_17_pl|青 岚 长 老 · 许 归 鸿
trp_knight_2_18|青 岚 长 老 · 梅 照 影
trp_knight_2_18_pl|青 岚 长 老 · 梅 照 影
trp_knight_2_19|青 岚 长 老 · 唐 无 锋
trp_knight_2_19_pl|青 岚 长 老 · 唐 无 锋
trp_knight_2_20|青 岚 长 老 · 魏 澜 生
trp_knight_2_20_pl|青 岚 长 老 · 魏 澜 生
trp_knight_3_1|玄 霜 长 老 · 寒 凌 岳
trp_knight_3_1_pl|玄 霜 长 老 · 寒 凌 岳
trp_knight_3_2|玄 霜 长 老 · 白 听 雪
trp_knight_3_2_pl|玄 霜 长 老 · 白 听 雪
trp_knight_3_3|玄 霜 长 老 · 沈 凝 霜
trp_knight_3_3_pl|玄 霜 长 老 · 沈 凝 霜
trp_knight_3_4|玄 霜 长 老 · 陆 玄 冰
trp_knight_3_4_pl|玄 霜 长 老 · 陆 玄 冰
trp_knight_3_5|玄 霜 长 老 · 顾 雪 衣
trp_knight_3_5_pl|玄 霜 长 老 · 顾 雪 衣
trp_knight_3_6|玄 霜 长 老 · 林 照 寒
trp_knight_3_6_pl|玄 霜 长 老 · 林 照 寒
trp_knight_3_7|玄 霜 长 老 · 秦 霜 华
trp_knight_3_7_pl|玄 霜 长 老 · 秦 霜 华
trp_knight_3_8|玄 霜 长 老 · 赵 孤 岚
trp_knight_3_8_pl|玄 霜 长 老 · 赵 孤 岚
trp_knight_3_9|玄 霜 长 老 · 方 冰 壑
trp_knight_3_9_pl|玄 霜 长 老 · 方 冰 壑
trp_knight_3_10|玄 霜 长 老 · 苏 映 雪
trp_knight_3_10_pl|玄 霜 长 老 · 苏 映 雪
trp_knight_3_11|玄 霜 长 老 · 柳 寒 烟
trp_knight_3_11_pl|玄 霜 长 老 · 柳 寒 烟
trp_knight_3_12|玄 霜 长 老 · 韩 雪 澈
trp_knight_3_12_pl|玄 霜 长 老 · 韩 雪 澈
trp_knight_3_13|玄 霜 长 老 · 周 霜 河
trp_knight_3_13_pl|玄 霜 长 老 · 周 霜 河
trp_knight_3_14|玄 霜 长 老 · 梅 冷 月
trp_knight_3_14_pl|玄 霜 长 老 · 梅 冷 月
trp_knight_3_15|玄 霜 长 老 · 江 不 冻
trp_knight_3_15_pl|玄 霜 长 老 · 江 不 冻
trp_knight_3_16|玄 霜 长 老 · 谢 玄 霁
trp_knight_3_16_pl|玄 霜 长 老 · 谢 玄 霁
trp_knight_3_17|玄 霜 长 老 · 宋 冰 云
trp_knight_3_17_pl|玄 霜 长 老 · 宋 冰 云
trp_knight_3_18|玄 霜 长 老 · 许 寒 洲
trp_knight_3_18_pl|玄 霜 长 老 · 许 寒 洲
trp_knight_3_19|玄 霜 长 老 · 唐 雪 照
trp_knight_3_19_pl|玄 霜 长 老 · 唐 雪 照
trp_knight_3_20|玄 霜 长 老 · 魏 清 霜
trp_knight_3_20_pl|玄 霜 长 老 · 魏 清 霜
trp_knight_4_1|合 欢 宗 主 · 袁 野
trp_knight_4_1_pl|合 欢 宗 主 · 袁 野
trp_knight_4_2|天 魔 长 老 · 厉 千 山
trp_knight_4_2_pl|天 魔 长 老 · 厉 千 山
trp_knight_4_3|血 河 长 老 · 薛 无 咎
trp_knight_4_3_pl|血 河 长 老 · 薛 无 咎
trp_knight_4_4|魔 云 长 老 · 段 惊 玄
trp_knight_4_4_pl|魔 云 长 老 · 段 惊 玄
trp_knight_4_5|合 欢 长 老 · 苏 红 绡
trp_knight_4_5_pl|合 欢 长 老 · 苏 红 绡
trp_knight_4_6|阴 罗 长 老 · 罗 问 骨
trp_knight_4_6_pl|阴 罗 长 老 · 罗 问 骨
trp_knight_4_7|玄 煞 长 老 · 秦 夜 白
trp_knight_4_7_pl|玄 煞 长 老 · 秦 夜 白
trp_knight_4_8|赤 炼 长 老 · 唐 绯 衣
trp_knight_4_8_pl|赤 炼 长 老 · 唐 绯 衣
trp_knight_4_9|鬼 面 长 老 · 顾 残 灯
trp_knight_4_9_pl|鬼 面 长 老 · 顾 残 灯
trp_knight_4_10|黑 莲 长 老 · 沈 微 尘
trp_knight_4_10_pl|黑 莲 长 老 · 沈 微 尘
trp_knight_4_11|天 魔 长 老 · 陆 不 归
trp_knight_4_11_pl|天 魔 长 老 · 陆 不 归
trp_knight_4_12|血 煞 长 老 · 韩 烬
trp_knight_4_12_pl|血 煞 长 老 · 韩 烬
trp_knight_4_13|合 欢 长 老 · 柳 含 烟
trp_knight_4_13_pl|合 欢 长 老 · 柳 含 烟
trp_knight_4_14|万 蛊 长 老 · 苗 青 离
trp_knight_4_14_pl|万 蛊 长 老 · 苗 青 离
trp_knight_4_15|魔 心 长 老 · 谢 无 妄
trp_knight_4_15_pl|魔 心 长 老 · 谢 无 妄
trp_knight_4_16|幽 冥 长 老 · 方 夜 行
